BJK,CARZ,CHIQ,FDIS,FXD,INCO,IYC,PBS,PEJ,PEZ,PMR,PSCD,RCD,RETL,RTH,RXI,SCC,UCC,VCR,XLY,XRT
0.0071719595490139535,-0.005176865448639041,-0.01389770758975136,0.01923819758537061,0.018655506134696,0.04465117017175217,0.0227178150414743,0.04354850293487897,0.03214945984324929,0.015972354651142696,0.02555711946740522,0.03216196690391734,0.01927071638721556,0.03983743725242885,0.01837329755751359,0.016063424821324054,-0.04744906561810777,0.04836417521620948,0.014243396007731288,0.0183001984740213,0.0198965519324723
0.015011615391263881,0.024370106714848738,0.0,0.014997680014727588,0.01156489105646202,-0.005342888395410587,0.0049082883982636254,0.01869526783525528,0.012462399572492854,0.012380618897431571,0.005001083701925749,0.006604210387784001,0.012717429068863514,0.01928580998261551,-0.00787276880975768,0.01952454626085376,-0.01553298455985708,0.014533558393404,0.019968770280652547,0.013327041669032673,0.008343171334999702
0.018113397235877453,-0.009669376742510316,0.0024857431262232557,0.0003730649718915244,0.0031260617552056674,-0.01656229585568419,0.005128723378260062,0.0034169919953371576,-0.008514336419143167,-0.0017005132842833502,0.00779680882429593,0.002669206528893566,0.003895097363802418,0.00882133852565602,0.011742356734336691,-0.002997418298935732,-0.003808533154823225,0.00478063679246958,0.0008389963806209203,0.0010559679255978925,0.00034296104180773883
0.027840424568986517,0.015159264491424069,0.0012903926888373678,-0.00037292584632114904,0.0028047042107211023,0.017296430493565083,0.0018168260254588352,-0.007945726579898206,-0.00029618863703718035,0.008517847394308706,-0.03151886477734107,-0.015768889059777757,-0.0027535442881779816,-0.01926246586995105,0.002640575205118845,0.005893074279629628,0.0060076946833191106,-0.0006545122635060687,-0.0006519635354706786,0.0,-0.02009170260592589
0.002745212028670923,0.010123984234490804,-0.01675269050908288,-0.019395634745535743,-0.029832350218008986,-0.024608594332181672,-0.016900172135178606,-0.019832143661315842,-0.005035353182618281,-0.014478714428503481,-0.031360748208059806,-0.022055696303650132,-0.02773610759883887,-0.09083866828831473,-0.028641950503869876,-0.008847570973194411,0.021172662321831532,-0.034708910915777234,-0.017892157051380652,-0.01884195892731837,-0.033434225889736435
-0.08085418642235673,-0.031069847997797963,-0.04849263238791232,-0.023963540093456782,-0.028507288459208475,-0.02981636172913165,-0.0218868230650017,-0.02801547395787962,-0.03036630848644426,-0.034525043754385934,-0.032987050008707164,-0.031702186716901136,-0.026074636674701723,-0.06495149678732735,-0.02389424551090396,-0.02822681187218147,0.0441253792013937,-0.04002697762907453,-0.026567882947543704,-0.02442786914859729,-0.024345930904701003
0.025019954254693208,-0.02327361039271116,0.0013772531359401775,-0.008963296710841744,0.00329694840037853,0.009456127482832354,-0.006687121517135592,0.0032023956953997662,-0.004605600781518893,-0.0025360317080589238,-0.010107416463827346,-0.007470913705601405,-0.0058315394827722225,-0.06672752458428656,-0.01111116556393791,-0.014150894378565275,0.013238304920567065,-0.0138514804615628,-0.007115770599482263,-0.01070862623266246,-0.013588811999528938
0.0011623137211883474,0.011648995570390177,0.004814335427250139,0.017302276225901126,0.015445309647916685,0.014051414154095249,0.01657144705058976,0.007581986412717425,0.012338279359026505,0.003813693234172129,-0.000957467900612643,-0.0035423382321411517,0.025729893317060538,0.025569979346987542,0.009304899417218213,0.020145954991566888,-0.035175793263636776,0.029238926812238206,0.016493096377689857,0.02021651142195779,0.01114602165729201
0.022639231905101875,0.03376101226816031,0.03353872685326265,0.018167654192312355,0.01650491413829248,-0.006004440513266183,0.017575291911285738,0.01782167185773784,0.0298598840168032,0.02634240322328181,0.019163343646561797,0.0253278136559406,0.01871577762964944,0.04351284369431628,0.016872479882231572,0.01974832212967048,-0.035937446504019456,0.0408019153204431,0.019026535370656482,0.016851231730052096,0.005944873263635668
-0.0018921650201403114,-0.0005064349987522057,-0.009271654670480954,0.0037965290984803006,0.016873715447860517,-0.009758549665912743,0.0015018622560416216,0.015564276862704746,0.010650790705629585,0.014067317121528323,0.005014115362622571,0.008450785806846627,0.008293237824628935,-0.034089207641620135,-0.0001710226776070663,-0.002299681532757123,-0.008644108321109019,0.0048168589550746715,0.002843605008093023,0.0004603711684899201,0.0130510431109741
0.04132710574847286,0.00987866789456572,0.000668485573929666,0.024584165448017708,0.026299073474544524,0.033317875100808976,0.027576380056131475,0.012643771314359741,0.031322893899875304,0.028230617679780138,0.03710590648309763,0.03631269175408698,0.02631922330603829,0.13234602093988598,0.036441369880088836,0.01698420846452318,-0.043596836059832965,0.038615165421559294,0.02598980429881336,0.025153371709187924,0.04071449969250975
0.010012671889171286,-0.0015051222857492305,-0.0013360779989913614,0.008859201866170638,0.010372269461458677,0.02497734268770704,0.009161704818801512,0.009837339880805896,0.015895935718266526,0.015384589278734153,0.0045103188952363505,0.02114863668848872,0.0009862575532072527,0.00013902432326996458,0.0021458802782110074,0.0034592791411994345,-0.027350447664608115,0.02743594183438744,0.008935187508391349,0.00822875026417438,0.017049909852232217
-0.0448809154523844,-0.0401910199907642,-0.04949824410787504,-0.020856160675944996,-0.02656991840279729,0.004430595948278938,-0.017835452904195418,-0.03259671064224605,-0.021514555008012224,-0.022610622752213958,-0.005387646292979208,-0.015228384200532425,-0.021800788096339733,-0.0225374588251654,-0.008565318139731305,-0.03078940130296777,0.042765036258993465,-0.03518838655203993,-0.02172930181231016,-0.022852022004212158,-0.01573044807218701
-0.02151363444551891,0.008113283562649613,0.007741053192883152,-0.0014948086900649106,0.005272852441888761,0.0269077735048337,0.00024511679345680295,-0.012006093205074477,0.0002852922640606288,0.0028619662593406185,0.0072224719947496935,0.005979683744015782,0.001636708118739899,0.02191854373138689,0.00099696356582112,0.0008585243281534947,-0.008426820964764022,0.001810854810482721,0.0017732696204068746,-0.002581759057088139,0.0036161445033554983
-0.02217925714618741,0.028556716215618345,0.007681589599189923,-0.019169204336695236,-0.021598181181393686,0.05798971794037758,-0.023797635415807147,-0.033993102394784716,-0.034826790668670435,-0.03650589010059082,-0.015841790680454472,-0.022636328725742203,-0.0156712025373333,-0.08314764758451612,-0.017593467909198843,-0.0015930027627202976,0.059490227668957174,-0.044410393780026286,-0.02170667651148461,-0.018242956173789144,-0.022371012664747576
0.01775138195114636,0.01850566069294276,0.0,0.005357548101897574,0.003802463422132295,-0.006902256012216971,0.006720371939654428,-0.011368425064426948,-0.011239560056383043,-0.003951738050095874,0.008518790660211925,0.003988499096721875,0.00973585898768268,0.0016710886084222848,0.00236540459953358,0.008223864773971494,-0.02620339887287531,0.025007172432357783,0.00428509336723309,0.005755956338931139,0.012643110495293543
-0.014922439844722529,-0.027523265476554124,0.017325024551268175,-0.03882735545959369,-0.0405533908674104,0.013491549591566857,-0.03443970546097913,-0.04106762215080646,-0.03499858629126202,-0.037441264610975945,-0.030165857174728788,-0.045369165397063586,-0.03755390326026877,-0.11131341177256003,-0.032361449922196354,-0.03080099526256285,0.06974214048293967,-0.08540964324880418,-0.03802372501797039,-0.03727760030831922,-0.044640764195289416
0.001573869330904392,0.02141797634215257,0.007493136008985545,0.02178229861108101,0.022935788907139317,0.00040326119375668233,0.02219527347576836,0.036830723019638335,0.01735919286138881,0.029108777448907323,0.014618988670096063,0.012264621540679388,0.01845508851388888,0.0556314224983526,0.016025126294234273,0.021856439315631217,-0.040554521507487916,0.04553988579992765,0.02247391569554158,0.024582282635896617,0.01010978760610175
-0.010999913933717884,-0.01847236613746728,-0.033806565781339865,-0.00426358895445526,-0.003523321302672865,-0.02137078301243108,-0.0033794165304352622,-0.024783028239968356,-0.021633322501474376,-0.016771005269038887,0.010423027677499258,-0.004327209602900325,-0.0049185994289997256,-0.01163926452978508,-0.0012001763904525885,-0.005777674204814631,0.0005351274413996826,0.024810362064840857,-0.004916463975533096,-0.005174959276275946,0.004149811599337294
0.008738828706906484,0.006612322097980825,-0.009797121369720468,0.01479174900386226,0.019607815532374447,-0.011949024134637241,0.012885797277874221,0.007200269172526394,0.022734512310407032,0.026222149919857045,0.01759709694278075,0.019991160560793787,0.012357111930888743,0.04056265947271833,0.007552341307418989,0.009025829634871555,-0.02566866605254424,-0.0052452659141067745,0.01530698736446676,0.012767890917581043,0.020785256297347968
-0.036621167176677794,-0.03132898614771744,-0.03816255538612864,-0.009973418700147507,-0.011664424879959669,0.03753132164516403,-0.005356578347675068,-0.011354069283801676,-0.030450726582477206,-0.026296414558108692,-0.024746636807362683,-0.019173316962913637,-0.01079282253216587,-0.060829906955343974,-0.010221472957527957,-0.009680217511502772,0.010428281235113366,-0.032720551153575195,-0.010018878583600049,-0.006381125175171167,-0.008573418612601653
-0.010831989100757652,0.004173244627952667,0.024981669344932032,0.0,0.002232685692267123,0.04260457209409745,-0.0011782685146616216,-0.006380462470356773,-0.008166045839289366,0.007898386726424922,0.008865907907549044,-0.006733188296130588,0.001688433448494009,0.004184081006855064,0.0015491848024377286,0.0002477109286014549,0.004888639092531327,0.005871124268244943,-0.0011567620595277106,-0.0014099655497070939,0.0037231954397843625
0.027066265057712858,0.02545423799635977,0.0,0.019372566786934203,0.017823089252717958,0.049344505917600034,0.018787048322894347,0.03553101349854747,0.03419882200719572,0.03842228921241058,0.012727078207183424,0.01771274872466684,0.016597741070379073,0.007166771467818884,0.0060147292693970705,0.01942100728792798,-0.037838057896132635,0.046275668644205833,0.020167956419141854,0.020862758566192744,-0.004068581124521842
0.006638460452910693,0.020263484261757062,0.0,0.00646141276168174,0.005941234344586807,-0.020940441922469025,0.008848009763196656,0.0008267399439935741,0.015921948400955614,0.00949379113066507,0.011370408824598643,-0.005371775247262303,0.007014936783410935,0.0186993016568534,0.01127427135224526,0.012862511233326929,-0.013482879375293692,0.01461005274464739,0.007188869282708575,0.00921953514900854,0.006608399172412353
-0.02018386816386122,0.019364468506208026,0.000716804332540895,0.019259953630861484,0.02082690691643874,0.07129454758402147,0.01696724438028929,0.009500293328890257,0.017480274180344958,0.02122006782150293,0.013018074367668902,0.030244025956521706,0.02153299417902181,0.0758607933989654,0.018412261809057192,0.011141751253454249,-0.034168716860680626,0.03678488717197002,0.018031553420429496,0.018879436237835008,0.02052974014314136
-0.0022435425102443835,-0.018265727461011988,0.01934098020447068,-0.015561416661098169,-0.01583447866077312,-0.01260945112183497,-0.018940845010781863,-0.004910161740831032,-0.015402947511284562,-0.02077913320560789,-0.022196660258772496,-0.017613706186808666,-0.014135466260357662,-0.06522712836640794,-0.022557615209946858,-0.012914743268035177,0.029481093487241324,-0.033080734828557036,-0.015405862865392153,-0.01688567383956984,-0.007368192431179582
0.003883905774177404,0.022079082826148674,-0.005621915527807396,0.007903460708559759,0.016089243442735098,-0.036183020346906236,0.010351619538290696,0.010690847666741644,0.01744897396354716,0.01977318835924119,0.0074670775249446155,0.012593459455094822,0.00981037046782039,0.030851224999777764,0.010351254812960358,0.012243239128752229,-0.018900294938291956,0.02324366759967356,0.01049363888653004,0.00440789798636154,0.016024354974221267
0.020158819869639317,-0.008252568649568186,0.015547834133052135,0.01582103677314213,0.010048799490863037,0.027603945678008383,0.005366771375300605,0.029354435984575725,0.010853372363032552,0.009343365687811188,0.009365067042576659,0.006855825211862418,0.008108228829351671,0.0036039987641136037,-0.0011756416270226732,-0.0036759796781368867,-0.007589034308243566,-0.0044665430446968225,0.012053846430781286,0.013677685542120151,0.009210770053201364
0.029341355439503718,0.0265513432345599,0.029227423313861224,0.01805471296384498,0.020124857206524426,0.05157594266346944,0.018249713729282004,0.019794350005123786,0.008496612403992446,0.01546768338923512,0.01653825068693206,0.02286064126441816,0.021685046362238825,0.07494122295653634,0.014124665606917887,0.02768440200676878,-0.04352921155802894,0.05226939773516892,0.018689935046047382,0.019469581903485415,0.0242631390506714
-0.03548576389093233,-0.019258488950462217,-0.01960777019173104,-0.01556293154925616,-0.02071648659925599,-0.06982287238125857,-0.009395878742176695,-0.01979823638841588,-0.01917468222972565,-0.02100162870833878,-0.018593759225351128,-0.04449459677847667,-0.016494758533807618,-0.026869944638945903,-0.006466657114565968,-0.018479707284993773,0.02828998427315109,-0.022178888660464014,-0.014569829011427853,-0.009989441147607334,-0.03203590553306883
-0.006433508100722445,0.003190859868242998,0.0,0.0014706005240446931,-0.005137257893480917,0.03771501897055465,0.0030544434677285915,0.020198123614334932,0.002369949071417569,-0.0028288426119180373,-0.008584711193245597,-0.005364564729051148,-0.0035761979846529704,0.008059787667944665,0.0030041707088617853,0.0019067325050690664,-0.016746251434516017,0.005857221961160253,0.0006388543998138447,0.0016321019582665446,-0.005127348966261238
0.01922303083790895,-0.007340469833614765,0.02068953927743672,-0.009911908744466751,-0.0006076958442283805,-0.0042342370893037945,-0.005929822743508379,-0.008540537715841564,-0.0008866791247611453,0.004018986566344608,0.004478921458458967,-0.00388359517354458,-0.0011137849967363304,-0.056263057448331606,-0.004991746143911283,-0.00927690513684766,-0.0072994171299635,-0.013009187509343486,-0.009120642288435236,-0.010074033391797112,-0.012182524340962607
-0.0005955435173764768,-0.022676736330099825,-0.005405320101124761,-0.01816812277315584,-0.02188421259302069,-0.012402515003128388,-0.015558368759199253,-0.016836370716156818,-0.018042439677443213,-0.029432338048213824,-0.02288952369800093,-0.03487126355004026,-0.014867889552253863,-0.04141833044712562,-0.013545132000898005,-0.020168071295745917,0.04901971760397473,-0.0312580289153319,-0.01748888872785148,-0.01750956337613826,-0.008182168571996122
-0.0482718293629916,-0.008574952116456806,0.004755387934322482,0.010196307231942606,0.012119282870132309,0.012199465550104005,0.0027022494653641325,-0.010752585643494034,-0.007529645540536936,0.014798495191137715,0.0103438392485669,0.023563895453323484,0.013079782551133168,0.07364996207662583,0.011188284450920868,-0.0007352710734208075,-0.0011682848915832865,0.007386374323638078,0.010586489709075018,0.010814709554655863,0.01912971754487639
0.016280581082561627,0.0022893954978066944,0.009465990264559559,0.011962516498027143,0.010131773904670537,0.010280072297376795,0.013474946065363338,0.008856647963125616,0.013353347945601713,0.011474773052379416,-0.0072267328582351735,-0.002412042961108196,0.0029794664084965092,-0.007926854842091952,0.00553227287531954,0.00907327198906724,-0.026315555480074464,0.01903783345363604,0.010475589983518016,0.01145275193794316,-0.007156200938797214
0.0,0.007106510451991847,-0.012056389858044771,0.0221648637121781,0.024316347437362662,0.045614045589081414,0.023126476769158397,0.011572243084230084,0.009883286223766916,0.02599858556504402,0.032150069600955435,0.027252872502415097,0.030820858316207414,0.16287639280835053,0.03517841126506835,0.016160405507258564,-0.043844009647182575,0.050113605545026536,0.022018211979652882,0.02264638243915657,0.04076568767736356
-0.019305733730645855,-0.00025199923664642173,-0.0128812186939405,0.002529807652704548,0.0008902139044126301,0.01308726130601062,0.0015751632893890393,-0.0011835691992958964,0.0008896208446167399,-0.003915773048742582,0.0017631646369856548,-0.005134772047934868,-0.0009605944362674843,0.019688233195153927,0.006925453263359278,0.0008367992884750356,-0.005653257072803247,0.00324548521243483,0.00323163021523412,0.0026219861230250023,0.008515063949960837
-0.020733074771614728,0.011091863550909886,0.027472320259550192,0.005767776773817938,0.008301334945154148,0.04836034977166193,0.008177969116533951,0.007109140243741933,0.0026669789547550137,0.010637884018161957,0.00762722853256529,0.007096887192379102,0.009375160447103324,0.038097633845281836,0.01919388818182041,0.008721708863746791,-0.011370812188063704,0.0064702379369328406,0.006352821739279907,0.0063934559690521225,0.004164891167435828
-0.024807535364856685,-0.011468724423286409,-0.03074853495749466,-0.010394303710970556,-0.006468821705606793,0.0047392998280261535,-0.01115345684924124,0.0003922157761410265,-0.008274676954020588,-0.010983750274003688,-0.006113706592403578,-0.005124992800276651,-0.014765702312189459,-0.049556938846834125,-0.016792285537343198,-0.011843910765096909,0.014696405601279362,-0.010952503925245749,-0.010402716613988495,-0.013138679701001035,-0.0008966826633495758
-0.016447375144336116,-0.009836204783584672,-0.034482771972645536,0.002173239928203941,-0.001479645581552764,-0.0028301795099875925,0.005284753170004956,-0.0070561895786752935,0.0035758179506983744,-0.015965041425263317,0.0002929546515861087,-0.01266364374800049,0.002417417650307618,0.042159259716911084,0.01213084093960763,0.0009587744663180373,-0.010705191290883476,0.012277167552567624,0.002875153918375884,0.002047928550591257,-0.006507992166035925
-0.015607564222141138,-0.014518206064299778,-0.00642867988003896,-0.015720996908349768,-0.02519288479405689,-0.021128930326996018,-0.019223404273925264,-0.02098313735213777,-0.009998647781052741,-0.02398281760485783,-0.019669802134109918,-0.02252726115376601,-0.017117781028184925,-0.04310024973168552,-0.012300876165859287,-0.01891987899718838,0.02864409557441493,-0.049821421255764387,-0.017290592768955008,-0.012481862061218823,-0.020808822732102845
-0.02717999218278876,-0.04028395805982627,-0.031631864581695306,-0.005518827287322235,-0.00943305483193068,-0.009020682173530895,0.0007859665401739435,-0.0032283929514872033,-0.0078099415424297955,-0.006986133601979115,0.0,-0.0004454782787614913,-0.006026299281422461,0.009877582535003062,0.008143084755675229,-0.017942216761370703,0.004950642239418861,0.010324129978955241,-0.005834844668369753,-0.006824182440298674,0.0037039499719816343
-0.02211879062426508,-0.042295424185900383,0.006681544182805025,-0.038105765534039215,-0.04056548037231092,-0.01657993119775992,-0.030276474251115088,-0.04736842980456312,-0.039661069950576194,-0.05094642578107785,-0.011064512513420052,-0.04010675693694743,-0.0390992946366167,-0.054642687066039114,-0.010928088015183874,-0.03566986598228157,0.05665026048771962,-0.05636765558490842,-0.037780942069434026,-0.0358472609987124,-0.03771166797387626
0.031428511359307576,-0.00759485849423467,-0.008112121021407943,-0.004615397033974164,-0.0019217794519713828,-0.014876017430674038,-0.014537144301702052,-0.0016999921450204856,0.004728961385068558,-0.01278122481894738,-0.01753851285401189,0.020659097797209182,-0.0065669868821937,-0.07504471513301202,-0.02514004949307701,-0.005155229021815963,0.03321678899996812,-0.035972255440016115,-0.00466988482762078,-0.009450214305722465,-0.008389356556662078
0.021468167577484237,0.01927418673109595,0.0007435348327200774,0.036707828173205836,0.04268289304357925,0.05838929376956865,0.043667973223495686,0.04342283267451878,0.045497434930501235,0.04790275634195285,0.035703463575408094,0.030702910512172176,0.04912484882241595,0.09962697908967656,0.035643777244357494,0.03627401439380976,-0.09080653857663566,0.07980381307677299,0.0373420969018352,0.03769160515965589,0.03867550339561292
0.030056494587735245,0.033092575113507106,0.026003049181080148,0.026090407708621324,0.023084038416628955,0.014901623652384819,0.0248955370467872,0.018359681545772333,0.02701069080598085,0.03409930328313677,0.02823154595715162,0.04324779033737952,0.021250286243717355,0.061576017853023385,0.020777181516644424,0.030878899728133957,-0.04962789099663715,0.062176819905839724,0.026952298112149883,0.02637508697077661,0.02920611038344322
-0.050680191751650686,-0.008344364007329153,-0.01955121588217249,0.0003631158955359462,0.01083011164100656,-0.002499214381249436,0.007130631162404599,-0.01121793170870255,-0.014318802793699306,0.0074074803926397,0.03005762504215902,0.017555184946144862,0.0055649884757621405,0.04190634649237285,0.02144189014445251,-0.0063060455666030775,-0.009791084428203835,0.012704980788626752,0.0005393406000576863,-0.001321479937211382,0.01808951496681506
